mutant_id,fraction_disordered,has_clash,iptm,ptm,ranking_score,pLDDT,ipLDDT,binding_score
mutant_1137,0.07,0.0,0.7,0.74,0.75,91.54474399164062,90.58028037383178,6.431337081744715
mutant_11370,0.07,0.0,0.53,0.61,0.58,89.95905956112856,87.64986486486488,6.0
mutant_11371,0.07,0.0,0.65,0.69,0.69,90.7300208986414,88.99715596330276,7.185529708705592
mutant_11372,0.07,0.0,0.53,0.61,0.58,89.23185997910139,86.20941176470588,6.0
mutant_11373,0.07,0.0,0.71,0.74,0.76,91.25283176593516,90.02381395348837,6.0
mutant_11374,0.07,0.0,0.74,0.75,0.78,90.70815047021955,89.03527777777778,6.0
mutant_11375,0.07,0.0,0.73,0.75,0.78,90.93071055381414,89.4183410138249,7.839876965500065
mutant_11376,0.08,0.0,0.75,0.76,0.79,90.88862068965513,89.33605504587155,6.0
mutant_11377,0.08,0.0,0.48,0.57,0.54,89.49695924764896,86.55981900452488,6.0
mutant_11378,0.08,0.0,0.42,0.53,0.48,88.33933124346906,85.64,6.0
mutant_11379,0.08,0.0,0.78,0.78,0.81,91.71450365726241,91.40388625592418,6.0
mutant_1138,0.08,0.0,0.7,0.73,0.74,91.5338871473354,91.22359605911329,6.0
mutant_11380,0.07,0.0,0.41,0.52,0.47,89.0786624869383,86.30714932126698,6.0
mutant_11381,0.08,0.0,0.77,0.78,0.81,91.5439080459771,90.69316279069768,6.0
mutant_11382,0.08,0.0,0.41,0.52,0.47,88.62172413793098,86.26639639639639,6.0
mutant_11383,0.07,0.0,0.4,0.52,0.46,88.72642633228851,86.4738524590164,6.0
mutant_11384,0.08,0.0,0.42,0.53,0.48,88.84774294670844,85.87271028037382,6.0
mutant_11385,0.08,0.0,0.45,0.56,0.51,88.7646603970742,86.27130252100841,6.0
mutant_11386,0.08,0.0,0.44,0.56,0.5,88.61592476489012,86.27121338912134,6.0
mutant_11387,0.07,0.0,0.74,0.76,0.78,91.48244514106582,90.42139534883721,6.0
mutant_11388,0.08,0.0,0.69,0.72,0.73,90.70788923719964,89.03041666666667,6.617078111612794
mutant_11389,0.07,0.0,0.77,0.78,0.81,91.78457680250784,90.77100000000002,6.197310689099077
mutant_1139,0.07,0.0,0.7,0.73,0.74,91.62226750261226,90.82018957345973,6.0
mutant_11390,0.07,0.0,0.6,0.66,0.65,89.91871473354229,87.42337777777777,6.0
mutant_11391,0.08,0.0,0.69,0.72,0.74,91.09048066875644,90.00074074074074,6.0
mutant_11392,0.07,0.0,0.7,0.73,0.74,91.22404388714745,89.85278538812787,6.0
mutant_11393,0.07,0.0,0.7,0.73,0.74,91.31405433646805,89.90497716894978,6.0
mutant_11394,0.07,0.0,0.58,0.64,0.63,90.22757575757572,88.41033018867925,6.0
mutant_11395,0.07,0.0,0.59,0.66,0.64,90.38609195402299,88.49672811059908,6.0
mutant_11396,0.07,0.0,0.49,0.58,0.55,88.98259143155686,85.79991228070176,8.541065142904154
mutant_11397,0.08,0.0,0.62,0.68,0.67,90.16324973876682,88.7317840375587,7.20163661243059
mutant_11398,0.07,0.0,0.77,0.78,0.81,91.62964472309304,90.58285714285714,6.0
mutant_11399,0.07,0.0,0.7,0.72,0.74,91.0638140020899,89.74638888888889,7.728283123383089
mutant_1140,0.07,0.0,0.66,0.7,0.71,90.62220480668766,89.02912442396313,7.069401420704853
mutant_11400,0.07,0.0,0.55,0.63,0.61,89.63408568443063,87.10450892857143,7.148312915029625
mutant_11401,0.07,0.0,0.59,0.65,0.64,89.71430512016715,87.29408888888888,6.0
mutant_11402,0.08,0.0,0.77,0.78,0.81,91.51820271682347,90.6747465437788,7.119109251109978
mutant_11403,0.08,0.0,0.41,0.52,0.47,88.81893416927893,85.77060185185185,6.0
mutant_11404,0.07,0.0,0.77,0.78,0.81,91.559028213166,90.43688073394495,6.0
mutant_11405,0.08,0.0,0.43,0.54,0.49,88.6343051201672,85.9422633744856,6.0
mutant_11406,0.07,0.0,0.65,0.69,0.7,90.90629049111803,90.34470873786407,6.0
mutant_11407,0.07,0.0,0.56,0.63,0.61,89.34103448275853,86.46436123348018,6.0
mutant_11408,0.08,0.0,0.45,0.56,0.51,89.2601671891327,87.45712918660287,6.0
mutant_11409,0.07,0.0,0.64,0.69,0.69,90.71551724137922,89.1220091324201,6.0
mutant_1141,0.08,0.0,0.77,0.78,0.81,91.58078369905967,90.97800925925925,6.0
mutant_11410,0.08,0.0,0.51,0.59,0.56,88.91646812957161,85.39262672811059,6.0
mutant_11411,0.07,0.0,0.41,0.52,0.47,88.9548589341692,86.49387559808613,6.0
mutant_11412,0.07,0.0,0.44,0.54,0.5,89.09974921630085,85.96410714285715,6.0
mutant_11413,0.08,0.0,0.73,0.75,0.77,91.1832079414838,90.29066037735846,6.0
mutant_11414,0.08,0.0,0.77,0.78,0.81,91.4423092998955,90.56921296296296,6.0
mutant_11415,0.08,0.0,0.75,0.76,0.79,91.42211076280046,90.73923809523808,8.255655366411657
mutant_11416,0.07,0.0,0.41,0.53,0.47,88.90358411703242,86.28425837320574,7.537963300836587
mutant_11417,0.08,0.0,0.64,0.69,0.68,90.73919540229872,90.16386473429951,7.637235919736791
mutant_11418,0.08,0.0,0.45,0.56,0.51,88.80345872518274,86.33123456790122,6.0
mutant_11419,0.07,0.0,0.41,0.53,0.47,88.63592476489025,86.29298755186723,6.034410085598913
mutant_1142,0.08,0.0,0.65,0.69,0.69,90.43214211076271,89.26682464454976,6.0
mutant_11420,0.07,0.0,0.66,0.71,0.71,91.09659352142108,89.53598173515981,7.301204187282991
mutant_11421,0.07,0.0,0.41,0.53,0.48,88.61447230929984,86.24594142259414,6.0
mutant_11422,0.08,0.0,0.43,0.53,0.49,88.68107628004185,86.27523148148148,7.129966665768865
mutant_11423,0.08,0.0,0.55,0.63,0.6,89.79269592476484,88.13374999999999,6.0
mutant_11424,0.08,0.0,0.45,0.55,0.51,88.55935214211082,85.14817777777779,6.0
mutant_11425,0.08,0.0,0.77,0.78,0.81,91.51132706374074,90.81713615023475,6.0
mutant_11426,0.07,0.0,0.47,0.56,0.53,89.4332079414838,86.40432558139536,6.0
mutant_11427,0.07,0.0,0.69,0.72,0.73,91.01766980146277,89.52999999999999,6.0
mutant_11428,0.07,0.0,0.53,0.61,0.58,89.3894252873562,86.47100877192982,6.0
mutant_11429,0.07,0.0,0.41,0.52,0.47,88.94667711598754,86.1170616113744,6.0
mutant_1143,0.07,0.0,0.7,0.73,0.74,91.05062695924768,89.815117370892,8.899388499234618
mutant_11430,0.08,0.0,0.48,0.56,0.53,89.81802507836987,88.22924528301886,6.0
mutant_11431,0.08,0.0,0.66,0.7,0.71,90.75753396029253,89.53114832535884,7.803233743854957
mutant_11432,0.07,0.0,0.45,0.55,0.51,89.66518286311376,86.79401869158879,6.26660417091734
mutant_11433,0.08,0.0,0.78,0.78,0.82,91.73479623824456,91.18594339622642,6.0
mutant_11434,0.08,0.0,0.77,0.78,0.81,91.7016196447231,91.15740384615384,6.0
mutant_11435,0.07,0.0,0.53,0.61,0.58,89.71073145245559,87.3551376146789,6.0
mutant_11436,0.08,0.0,0.75,0.76,0.79,90.75024033437825,89.6526066350711,6.0
mutant_11437,0.07,0.0,0.68,0.72,0.72,91.24495297805646,89.95204651162788,6.0
mutant_11438,0.08,0.0,0.67,0.71,0.72,90.33560083594574,89.08519047619048,6.274026317644708
mutant_11439,0.07,0.0,0.51,0.59,0.56,90.02920585161972,87.66261682242992,6.155143133333394
mutant_1144,0.08,0.0,0.77,0.78,0.81,91.54076280041798,90.6504608294931,6.088840262383054
mutant_11440,0.07,0.0,0.56,0.62,0.61,89.06483803552776,86.62710407239821,6.308515400688003
mutant_11441,0.08,0.0,0.48,0.56,0.53,90.04959247648893,87.85692660550458,6.0
mutant_11442,0.08,0.0,0.76,0.77,0.8,91.01308254963428,90.69215311004787,6.0
mutant_11443,0.08,0.0,0.48,0.56,0.53,89.92437826541278,87.85097674418604,6.0
mutant_11444,0.08,0.0,0.76,0.77,0.8,91.51773249738763,91.14115942028987,6.0
mutant_11445,0.07,0.0,0.55,0.61,0.6,88.95134796238241,86.6911818181818,6.997948724383275
mutant_11446,0.07,0.0,0.72,0.74,0.76,91.88586206896557,91.11601895734596,7.022119274755073
mutant_11447,0.08,0.0,0.48,0.57,0.54,89.66198537095087,87.946320754717,6.016640727516029
mutant_11448,0.07,0.0,0.57,0.63,0.61,89.74485893416936,87.234932735426,6.0
mutant_11449,0.07,0.0,0.51,0.6,0.56,90.05226750261238,88.12725663716814,6.0
mutant_1145,0.08,0.0,0.6,0.66,0.65,89.38753396029259,86.80971563981042,6.626977971509873
mutant_11450,0.07,0.0,0.53,0.6,0.58,89.84570532915359,87.39255605381165,6.675231358933341
mutant_11451,0.08,0.0,0.59,0.66,0.64,89.90381400208989,88.11485981308412,8.064876245078745
mutant_11452,0.08,0.0,0.6,0.67,0.65,90.23804597701145,88.29921658986176,7.574844181660921
mutant_11453,0.07,0.0,0.65,0.7,0.7,90.71150470219435,89.15552995391705,6.0
mutant_11454,0.08,0.0,0.63,0.68,0.68,90.57861024033437,89.55768181818183,6.64251282845882
mutant_11455,0.07,0.0,0.56,0.62,0.61,90.11642633228843,88.09696832579186,6.0
mutant_11456,0.07,0.0,0.68,0.72,0.72,91.34480668756541,90.43202764976958,6.0
mutant_11457,0.08,0.0,0.55,0.62,0.6,90.17778474399165,88.41817757009348,6.0
mutant_11458,0.08,0.0,0.78,0.78,0.82,91.69456635318693,91.55705314009661,6.0
mutant_11459,0.08,0.0,0.72,0.73,0.76,91.24946708463956,90.06379146919433,7.310970017635469
mutant_1146,0.07,0.0,0.65,0.7,0.7,90.39334378265409,88.37860986547085,7.385194904760962
mutant_11460,0.08,0.0,0.75,0.76,0.79,91.66971786833847,91.16047169811321,6.491345859478401
mutant_11461,0.07,0.0,0.73,0.75,0.77,90.8339602925809,89.09794520547946,6.0
mutant_11462,0.07,0.0,0.59,0.66,0.64,90.44902821316616,88.54474885844746,6.0
mutant_11463,0.07,0.0,0.73,0.75,0.77,91.69782654127495,90.80695852534562,6.0
mutant_11464,0.08,0.0,0.7,0.73,0.75,91.41539184952983,90.91712195121953,6.0
mutant_11465,0.07,0.0,0.47,0.56,0.53,89.580856844305,87.21096330275229,6.0
mutant_11466,0.07,0.0,0.71,0.74,0.76,91.34291536050155,90.14939814814815,6.0
mutant_11467,0.07,0.0,0.72,0.74,0.76,91.53886102403345,90.53572093023256,6.756513939182646
mutant_11468,0.07,0.0,0.69,0.72,0.73,91.50402298850565,90.46542056074766,7.001295563548271
mutant_11469,0.08,0.0,0.7,0.73,0.75,91.67413793103455,90.80000000000001,6.0
mutant_1147,0.08,0.0,0.76,0.77,0.8,91.55600835945673,90.79817757009346,6.0
mutant_11470,0.07,0.0,0.66,0.7,0.7,91.12572622779514,89.9643192488263,7.275777181671615
mutant_11471,0.07,0.0,0.63,0.68,0.68,89.41401253918494,87.51231481481483,6.0
mutant_11472,0.08,0.0,0.67,0.7,0.72,91.20611285266457,90.60440191387559,6.0
mutant_11473,0.08,0.0,0.68,0.71,0.72,91.12081504702189,90.52004761904762,6.0
mutant_11474,0.07,0.0,0.68,0.72,0.73,91.14213166144188,89.87269767441859,6.653112352677262
mutant_11475,0.07,0.0,0.7,0.73,0.74,91.15807732497385,89.89767441860465,6.0
mutant_11476,0.08,0.0,0.69,0.71,0.73,91.31493207941483,90.90717703349281,7.782418429138818
mutant_11477,0.08,0.0,0.66,0.7,0.71,90.6288819226749,89.48334928229666,7.109974892929411
mutant_11478,0.08,0.0,0.74,0.75,0.78,91.0877847439917,90.37431924882631,7.157689692852824
mutant_11479,0.07,0.0,0.56,0.63,0.61,90.70548589341696,89.08634703196347,6.750781196646511
mutant_1148,0.08,0.0,0.77,0.78,0.81,91.58568443051212,90.87036866359448,6.761150070157421
mutant_11480,0.08,0.0,0.78,0.79,0.82,91.83355276906995,91.12990825688074,6.0
mutant_11481,0.08,0.0,0.71,0.73,0.75,91.34227795193308,90.95252380952381,6.0
mutant_11482,0.08,0.0,0.78,0.79,0.82,92.07554858934165,91.79863849765259,6.0
mutant_11483,0.08,0.0,0.78,0.78,0.82,91.95321839080452,91.98703349282297,6.303897663818837
mutant_11484,0.07,0.0,0.56,0.62,0.61,90.21331243469164,87.97963963963966,7.224855008410882
mutant_11485,0.07,0.0,0.56,0.62,0.61,90.06658307210031,87.72754464285715,6.0
mutant_11486,0.08,0.0,0.77,0.78,0.81,91.60338557993737,90.91788732394367,7.527561431358009
mutant_11487,0.08,0.0,0.54,0.61,0.59,88.62140020898646,86.50427230046948,6.0
mutant_11488,0.08,0.0,0.57,0.63,0.62,90.52616509926847,89.3379326923077,6.0
mutant_11489,0.08,0.0,0.65,0.7,0.7,91.18935214211066,90.46085714285714,6.0
mutant_1149,0.08,0.0,0.39,0.51,0.46,88.55331243469176,85.66459715639812,6.0
mutant_11490,0.08,0.0,0.67,0.71,0.72,90.4524137931035,88.64920187793426,7.232009719207928
mutant_11491,0.08,0.0,0.49,0.57,0.54,89.63502612330188,86.76396313364054,6.839982565591312
mutant_11492,0.08,0.0,0.77,0.78,0.81,91.644315569488,90.68600917431192,6.0
mutant_11493,0.07,0.0,0.4,0.52,0.46,88.87608150470227,85.62198113207548,6.0
mutant_11494,0.08,0.0,0.53,0.62,0.59,89.80034482758634,87.46817757009345,6.945392902461824
mutant_11495,0.07,0.0,0.64,0.7,0.69,90.06025078369919,87.70081081081078,6.0
mutant_11496,0.08,0.0,0.69,0.72,0.73,90.23107628004172,88.51728571428572,8.159527247633969
mutant_11497,0.07,0.0,0.53,0.61,0.58,89.39829676071045,86.66342465753425,6.0
mutant_11498,0.07,0.0,0.42,0.53,0.48,88.9064994775338,85.88321266968327,7.463285957534766
mutant_11499,0.08,0.0,0.73,0.74,0.77,90.80666666666659,89.8054761904762,7.035712643785621
mutant_1150,0.08,0.0,0.77,0.78,0.81,91.53359456635312,91.02158139534883,6.888093128481814
mutant_11500,0.08,0.0,0.77,0.78,0.81,91.62690700104487,90.81572093023259,6.0
mutant_11501,0.07,0.0,0.4,0.51,0.46,88.90041797283187,86.10063926940639,7.321284148626503
mutant_11502,0.07,0.0,0.77,0.78,0.81,91.55548589341687,90.26380090497736,6.409831399560452
mutant_11503,0.07,0.0,0.7,0.73,0.74,90.35192267502612,88.92231818181817,6.0
mutant_11504,0.08,0.0,0.63,0.68,0.68,90.07478578892388,88.5600462962963,6.469920897704777
mutant_11505,0.07,0.0,0.51,0.59,0.57,89.6689237199582,87.57595348837211,6.0
mutant_11506,0.07,0.0,0.58,0.64,0.63,90.32284221525603,88.53884259259259,6.0
mutant_11507,0.07,0.0,0.64,0.69,0.69,90.07275862068948,88.22099999999999,6.919145219041291
mutant_11508,0.07,0.0,0.71,0.73,0.75,90.64823406478595,88.67339449541285,6.706325741808755
mutant_11509,0.08,0.0,0.77,0.78,0.81,91.53020898641586,90.85213953488372,6.0
mutant_1151,0.07,0.0,0.48,0.57,0.53,89.12542319749218,86.05880530973452,6.0
mutant_11510,0.07,0.0,0.44,0.54,0.49,89.01758620689652,85.96516431924881,6.0
mutant_11511,0.07,0.0,0.7,0.73,0.74,91.23027168234063,90.07272300469484,6.0
mutant_11512,0.07,0.0,0.51,0.59,0.57,89.02594566353186,85.6952036199095,6.0
mutant_11513,0.07,0.0,0.58,0.65,0.63,89.64855799373038,87.4917117117117,6.0
mutant_11514,0.08,0.0,0.77,0.78,0.81,91.58524555903871,90.84898148148147,6.0
mutant_11515,0.07,0.0,0.57,0.64,0.62,89.54241379310344,86.83766233766232,6.0
mutant_11516,0.07,0.0,0.59,0.65,0.64,90.45810867293625,88.91389671361502,8.530628476848106
mutant_11517,0.07,0.0,0.67,0.71,0.72,90.9645454545454,89.5960185185185,6.208906226216883
mutant_11518,0.07,0.0,0.44,0.54,0.5,89.35630094043896,86.62920930232558,7.432368300514113
mutant_11519,0.08,0.0,0.41,0.52,0.47,88.75933124346902,86.12122641509433,6.0
mutant_1152,0.07,0.0,0.63,0.68,0.68,90.70520376175543,89.13976851851851,6.0
mutant_11520,0.08,0.0,0.77,0.78,0.81,91.39338557993737,90.77696261682242,6.0
mutant_11521,0.08,0.0,0.43,0.54,0.49,89.08507836990587,86.95540540540541,6.841187931458283
mutant_11522,0.07,0.0,0.58,0.65,0.63,90.2468443051201,88.25017777777778,7.569528457296768
mutant_11523,0.07,0.0,0.54,0.62,0.6,89.65761755485899,87.28069124423962,6.0
mutant_11524,0.07,0.0,0.56,0.63,0.61,89.97131661442013,87.83572727272727,7.159680720054475
mutant_11525,0.07,0.0,0.55,0.62,0.6,89.5029258098224,86.75533039647577,6.0
mutant_11526,0.07,0.0,0.71,0.74,0.75,91.3252560083594,90.08333333333333,6.0
mutant_11527,0.07,0.0,0.44,0.54,0.49,89.01805642633238,86.18060185185186,6.0
mutant_11528,0.07,0.0,0.67,0.7,0.71,91.00051201671904,90.45618357487919,6.788161999432167
mutant_11529,0.08,0.0,0.43,0.53,0.49,88.78096133751318,86.2643396226415,6.006857589662567
mutant_1153,0.07,0.0,0.63,0.68,0.67,90.7625287356322,88.91761467889908,6.0
mutant_11530,0.08,0.0,0.65,0.7,0.7,90.87670846394984,90.27903381642513,6.0
mutant_11531,0.08,0.0,0.71,0.74,0.75,90.9010344827587,89.39165094339621,6.0
mutant_11532,0.07,0.0,0.42,0.53,0.48,88.97224660397077,85.63246575342467,6.833406481757167
mutant_11533,0.07,0.0,0.75,0.77,0.79,91.0865935214212,89.92405529953918,6.0
mutant_11534,0.08,0.0,0.72,0.74,0.76,91.07676071055384,90.11042253521126,6.0
mutant_11535,0.08,0.0,0.72,0.74,0.76,91.07938349007321,90.19764150943396,6.171688202212664
mutant_11536,0.08,0.0,0.77,0.78,0.81,91.61008359456639,90.83746543778801,6.0
mutant_11537,0.08,0.0,0.41,0.52,0.47,88.67369905956114,85.66792626728112,7.007528259823037
mutant_11538,0.08,0.0,0.75,0.76,0.79,91.41849529780566,90.38222222222221,6.0341258848697
mutant_11539,0.07,0.0,0.4,0.53,0.46,88.65524555903856,85.97520661157024,6.0
mutant_1154,0.08,0.0,0.75,0.76,0.79,91.2304388714734,90.47178403755869,6.198431730351828
mutant_11540,0.07,0.0,0.39,0.51,0.45,87.87945663531879,84.62942386831274,6.0
mutant_11541,0.07,0.0,0.76,0.77,0.8,91.6081295715779,90.5739534883721,8.728254484520724
mutant_11542,0.07,0.0,0.76,0.77,0.8,91.50320794148384,90.27686635944701,6.812012349607346
mutant_11543,0.07,0.0,0.7,0.73,0.75,91.10504702194369,89.39680555555555,6.0
mutant_11544,0.07,0.0,0.52,0.6,0.57,89.78623824451407,87.57308035714287,6.0
mutant_11545,0.07,0.0,0.48,0.57,0.53,89.47871473354236,87.08606481481482,6.007436696865244
mutant_11546,0.08,0.0,0.42,0.53,0.48,88.83778474399163,86.14045045045046,6.0
mutant_11547,0.08,0.0,0.78,0.79,0.82,91.90708463949858,91.57909523809523,7.036124547885731
mutant_11548,0.08,0.0,0.77,0.78,0.81,91.68223615464986,91.06971830985916,7.129293443636037
mutant_11549,0.08,0.0,0.65,0.7,0.7,91.23716823406485,90.04553488372093,6.0
mutant_1155,0.07,0.0,0.58,0.64,0.63,89.74129571577848,88.24387096774193,7.334845187548286
mutant_11550,0.08,0.0,0.77,0.77,0.81,91.66826541274799,91.58183574879229,6.0
mutant_11551,0.07,0.0,0.53,0.6,0.58,89.43400208986428,86.95230414746544,6.0
mutant_11552,0.07,0.0,0.59,0.65,0.64,90.08115987460813,87.92890909090907,6.0
mutant_11553,0.08,0.0,0.64,0.7,0.69,90.35895506792055,88.40971962616823,6.941611713091922
mutant_11554,0.08,0.0,0.77,0.77,0.81,91.6277638453501,91.03234449760765,6.970934207738104
mutant_11555,0.08,0.0,0.72,0.73,0.76,91.33256008359457,90.8608173076923,6.0
mutant_11556,0.08,0.0,0.46,0.56,0.52,89.08965517241376,86.85915492957747,6.0
mutant_11557,0.07,0.0,0.72,0.74,0.76,91.69795193312426,90.81939534883722,6.0
mutant_11558,0.08,0.0,0.59,0.65,0.64,90.24250783699057,88.71916279069765,6.0
mutant_11559,0.07,0.0,0.53,0.6,0.58,89.90582027168223,87.61190909090907,6.0
mutant_1156,0.08,0.0,0.77,0.78,0.81,91.69554858934163,91.52,6.0
mutant_11560,0.08,0.0,0.77,0.78,0.81,91.78703239289446,91.77364928909955,6.0
mutant_11561,0.08,0.0,0.54,0.62,0.59,90.0492163009405,88.60861244019138,7.165869677289123
mutant_11562,0.08,0.0,0.77,0.78,0.81,91.5666457680251,90.61372093023255,6.0
mutant_11563,0.07,0.0,0.74,0.75,0.77,91.41805642633244,89.88925581395347,6.398853324616574
mutant_11564,0.08,0.0,0.68,0.71,0.73,90.44884012539177,89.06578199052132,6.605557877735387
mutant_11565,0.07,0.0,0.58,0.64,0.62,90.1972622779519,88.36691244239633,6.0
mutant_11566,0.08,0.0,0.69,0.71,0.73,91.05155694879834,89.89133971291866,6.0
mutant_11567,0.07,0.0,0.72,0.74,0.76,91.84628004179731,91.12629107981222,6.436964020662188
mutant_11568,0.08,0.0,0.71,0.73,0.75,91.66735632183921,90.70889423076923,6.0
mutant_11569,0.08,0.0,0.77,0.78,0.81,91.62964472309297,91.07441314553989,6.0
mutant_1157,0.08,0.0,0.72,0.74,0.76,91.48497387669794,90.92098591549295,6.420080626248311
mutant_11570,0.07,0.0,0.76,0.77,0.8,91.75491118077309,90.80420560747663,6.0
mutant_11571,0.07,0.0,0.69,0.73,0.73,91.28082549634273,90.0506103286385,6.0
mutant_11572,0.08,0.0,0.69,0.72,0.74,91.54914315569486,91.18720588235291,6.0
mutant_11573,0.07,0.0,0.54,0.61,0.59,89.70703239289443,87.38036036036037,6.0
mutant_11574,0.08,0.0,0.75,0.76,0.79,91.22872518286316,89.99637209302327,6.617494377374761
mutant_11575,0.08,0.0,0.77,0.77,0.81,91.71237199582005,91.13612440191388,7.810407962466122
mutant_11576,0.07,0.0,0.69,0.73,0.74,91.68987460815049,90.98677725118483,6.0
mutant_11577,0.07,0.0,0.71,0.73,0.75,91.31177638453521,90.08874418604653,6.30152582239247
mutant_11578,0.07,0.0,0.71,0.74,0.75,90.68597701149433,89.6202857142857,6.0
mutant_11579,0.07,0.0,0.47,0.56,0.52,89.1684639498432,86.24240740740741,6.0
mutant_1158,0.07,0.0,0.43,0.54,0.49,89.01370950888192,86.51700000000002,6.0
mutant_11580,0.08,0.0,0.69,0.72,0.73,90.993960292581,90.10646226415095,6.0
mutant_11581,0.08,0.0,0.78,0.78,0.82,91.96646812957155,91.74145539906104,6.692356058171579
mutant_11582,0.07,0.0,0.68,0.72,0.72,91.45988505747127,90.40251162790697,6.981461591836042
mutant_11583,0.07,0.0,0.69,0.73,0.73,91.32424242424258,90.06481651376147,6.0
mutant_11584,0.08,0.0,0.78,0.78,0.82,91.73458725182873,91.14186915887849,6.0
mutant_11585,0.07,0.0,0.76,0.77,0.8,91.46954022988503,90.38722222222222,6.90148760852728
mutant_11586,0.08,0.0,0.77,0.78,0.81,91.89991640543361,91.91701923076923,6.0
mutant_11587,0.08,0.0,0.76,0.77,0.8,91.46286311389758,90.60564220183485,8.0287732211564
mutant_11588,0.08,0.0,0.77,0.78,0.81,91.44197492163008,90.66574074074073,7.310661206024861
mutant_11589,0.08,0.0,0.51,0.59,0.57,89.77404388714736,86.7174107142857,6.0
mutant_1159,0.07,0.0,0.44,0.55,0.5,88.89940438871466,86.0411009174312,7.312076921900117
mutant_11590,0.08,0.0,0.42,0.53,0.48,88.47838035527684,85.6020909090909,6.0
mutant_11591,0.07,0.0,0.68,0.72,0.73,91.11608150470222,89.7099537037037,6.0
mutant_11592,0.08,0.0,0.76,0.77,0.8,91.57916405433654,90.32837209302325,6.0
mutant_11593,0.07,0.0,0.76,0.77,0.8,91.58290491118092,90.32669767441861,6.0
mutant_11594,0.07,0.0,0.57,0.64,0.62,90.18459770114934,87.92533632286994,6.0
mutant_11595,0.07,0.0,0.63,0.69,0.68,90.09205851619652,87.72818181818182,6.0
mutant_11596,0.07,0.0,0.77,0.78,0.81,91.75479623824464,90.80788018433181,7.605760701247036
mutant_11597,0.08,0.0,0.44,0.55,0.5,88.55959247648903,86.41028301886793,6.0
mutant_11598,0.08,0.0,0.42,0.53,0.48,88.5851724137931,85.99568720379149,6.60725307899292
mutant_11599,0.07,0.0,0.73,0.75,0.77,91.00819226750262,89.59813953488371,6.0
mutant_1160,0.08,0.0,0.76,0.77,0.8,91.62213166144195,91.19792452830188,6.0
mutant_11600,0.08,0.0,0.78,0.79,0.82,91.82654127481723,91.05753424657533,6.0
mutant_11601,0.08,0.0,0.44,0.54,0.5,89.32095088819237,86.37918918918919,6.057733246385514
mutant_11602,0.08,0.0,0.78,0.78,0.82,91.8224660397075,91.23372093023254,6.0
mutant_11603,0.07,0.0,0.4,0.52,0.46,88.79570532915363,86.26190697674417,6.0
mutant_11604,0.08,0.0,0.76,0.77,0.8,91.47254963427376,90.46246575342467,6.0
mutant_11605,0.08,0.0,0.42,0.53,0.48,88.97215256008347,86.54391891891892,6.0
mutant_11606,0.07,0.0,0.66,0.7,0.71,90.88777429467079,89.57175925925925,6.0
mutant_11607,0.07,0.0,0.56,0.63,0.61,90.05707419017757,87.66581818181817,6.0
mutant_11608,0.07,0.0,0.62,0.68,0.67,89.92414838035535,87.86253333333333,8.281667819695583
mutant_11609,0.08,0.0,0.77,0.78,0.81,91.44543364681299,90.84186915887852,6.207945541026876
mutant_1161,0.07,0.0,0.77,0.78,0.81,91.66603970741906,90.57634703196346,6.0
mutant_11610,0.07,0.0,0.46,0.56,0.52,89.19634273772222,86.43513392857143,6.0
mutant_11611,0.08,0.0,0.78,0.78,0.82,91.60024033437831,90.90701834862385,6.0
mutant_11612,0.07,0.0,0.56,0.63,0.61,90.10310344827589,88.1858064516129,6.0
mutant_11613,0.07,0.0,0.41,0.52,0.47,88.76404388714737,85.51018691588786,7.13177218925964
mutant_11614,0.07,0.0,0.71,0.73,0.75,91.22749216300934,89.99675925925925,6.0
mutant_11615,0.07,0.0,0.71,0.73,0.75,90.76786833855812,89.13657407407409,6.0
mutant_11616,0.08,0.0,0.72,0.74,0.76,90.76578892371987,89.13180555555556,6.0
mutant_11617,0.08,0.0,0.77,0.78,0.81,91.63319749216281,90.77551401869158,6.0
mutant_11618,0.07,0.0,0.5,0.58,0.55,88.42521421107634,85.24313636363635,6.0
mutant_11619,0.08,0.0,0.76,0.77,0.8,91.37152560083601,90.38083720930231,6.0
mutant_1162,0.08,0.0,0.77,0.78,0.81,91.52100313479626,90.92202764976959,7.516449219561101
mutant_11620,0.08,0.0,0.43,0.54,0.49,88.94136886102415,85.81353773584907,6.016245916622878
mutant_11621,0.08,0.0,0.76,0.77,0.8,91.47265412748173,90.5741395348837,6.521304087978198
mutant_11622,0.08,0.0,0.41,0.52,0.47,88.68799373040751,86.50672811059907,6.891125769325083
mutant_11623,0.08,0.0,0.76,0.77,0.8,91.43582027168246,90.78220657276995,6.966086076007945
mutant_11624,0.07,0.0,0.41,0.52,0.46,88.30216300940452,85.173698630137,6.0
mutant_11625,0.07,0.0,0.49,0.58,0.55,89.63755485893427,87.00128440366971,6.0
mutant_11626,0.07,0.0,0.76,0.77,0.8,91.40940438871479,90.6494859813084,6.0
mutant_11627,0.07,0.0,0.59,0.67,0.64,90.0715673981191,87.7493896713615,8.886843286712043
mutant_11628,0.08,0.0,0.71,0.73,0.75,91.07096133751307,89.85261682242991,7.951530718871546
mutant_11629,0.08,0.0,0.77,0.78,0.81,91.6055485893416,90.74251162790698,6.0
mutant_1163,0.08,0.0,0.74,0.76,0.78,91.37237199582023,90.3266511627907,6.0
mutant_11630,0.08,0.0,0.42,0.53,0.48,88.95220480668765,85.82485849056602,6.0
